,match,exphappy,samerace,hobby_diff_phys,hobby_diff_out,hobby_diff_in,same_goal,attr_diff,sinc_diff,intel_diff,fun_diff,amb_diff,income_diff,age_diff,same_career,confidence,imprace,date_freq,out_freq
4374,1,5.0,0,7.0,18.0,20.0,0,46.0,16.0,31.5,7.5,10.5,,10.0,0,,1.5,5.0,2.0
4375,0,5.0,1,10.0,11.0,10.0,1,37.5,7.5,42.5,15.0,9.5,,10.0,1,,3.0,5.0,2.0
4376,0,5.0,0,9.0,19.0,13.0,1,36.0,16.0,31.0,15.0,6.5,,11.0,1,,2.0,5.0,2.0
4377,0,5.0,1,5.0,27.0,26.0,1,26.0,9.5,51.0,10.0,7.0,,11.0,0,,6.0,5.0,2.0
4378,0,5.0,1,10.0,29.0,23.0,1,41.0,14.5,36.0,20.0,8.0,,9.0,0,,6.0,5.0,2.0
4379,1,6.0,0,14.0,18.0,13.0,1,17.0,26.5,22.5,25.0,20.0,,1.0,0,,3.0,3.0,2.0
4380,0,6.0,1,9.0,13.0,18.0,0,31.0,31.0,7.5,9.0,7.5,,6.0,0,,3.0,3.0,2.0
4381,0,6.0,0,8.0,16.0,18.0,0,31.5,15.5,21.0,24.5,4.0,,5.0,0,,6.5,3.0,2.0
4382,0,6.0,1,10.0,10.0,8.0,1,24.67,20.67,16.17,18.67,14.170000000000002,,1.0,1,,4.0,3.0,2.0
4383,0,6.0,1,8.0,9.0,12.0,0,22.5,28.0,18.0,22.0,7.0,,3.0,1,,5.5,3.0,2.0
4384,0,6.0,0,13.0,16.0,20.0,0,29.5,16.0,27.0,11.0,7.5,,3.0,0,,5.0,3.0,2.0
4385,0,6.0,0,8.0,13.0,14.0,1,15.0,36.0,17.5,20.5,10.0,,2.0,0,,3.0,3.0,2.0
4386,0,6.0,0,3.0,4.0,11.0,0,22.0,21.5,17.0,19.0,11.5,,2.0,0,,3.5,3.0,2.0
4387,1,6.0,1,3.0,11.0,11.0,0,27.0,22.0,16.0,15.0,9.0,,0.0,0,,4.5,3.0,2.0
4388,1,6.0,1,10.0,17.0,11.0,1,24.0,23.0,18.5,21.5,10.0,,1.0,0,,3.0,3.0,2.0
4389,0,6.0,0,7.0,11.0,15.0,0,18.0,41.0,17.0,23.5,16.5,,2.0,0,,3.0,3.0,2.0
4390,0,6.0,0,17.0,11.0,14.0,1,26.0,23.5,17.0,9.5,17.0,,1.0,0,,7.0,3.0,2.0
4391,0,6.0,0,7.0,11.0,18.0,1,21.0,19.0,22.0,20.0,10.0,,1.0,0,,3.0,3.0,2.0
4392,0,6.0,0,15.0,14.0,13.0,0,22.5,14.5,41.0,12.5,10.0,,5.0,0,,4.0,3.0,2.0
4393,1,6.0,0,10.0,13.0,16.0,0,31.5,23.5,19.0,26.0,16.0,,1.0,0,,3.5,3.0,2.0
4394,0,6.0,1,11.0,14.0,12.0,1,27.5,35.0,9.0,17.5,7.5,,1.0,1,,3.5,3.0,2.0
4395,0,6.0,0,4.0,10.0,12.0,0,35.0,22.5,17.5,10.5,10.0,,3.0,1,,3.0,3.0,2.0
4396,1,6.0,0,11.0,9.0,18.0,0,26.5,14.0,28.5,18.0,11.0,,3.0,0,,4.5,3.0,2.0
4397,0,6.0,1,6.0,9.0,11.0,0,25.0,22.5,17.0,18.0,12.0,,4.0,0,,3.5,3.0,2.0
4398,0,6.0,0,4.0,19.0,6.0,0,15.0,16.0,37.0,13.0,3.5,,4.0,0,,7.5,3.0,2.0
4399,0,6.0,0,11.0,21.0,9.0,0,30.0,21.0,22.0,23.0,5.5,,2.0,0,,7.5,3.0,2.0
4400,0,6.0,0,15.0,14.0,11.0,1,20.0,25.0,26.5,27.0,17.0,,0.0,0,,4.0,2.0,1.0
4401,0,6.0,0,14.0,15.0,22.0,0,28.0,29.5,11.5,11.0,6.5,,5.0,0,,4.0,2.0,1.0
4402,0,6.0,0,13.0,16.0,22.0,0,28.5,13.0,25.0,26.5,3.0,11454.0,6.0,0,,7.5,2.0,1.0
4403,0,6.0,0,11.0,20.0,12.0,1,21.67,19.17,20.17,20.67,11.170000000000002,10808.0,2.0,0,,5.0,2.0,1.0
4404,0,6.0,0,13.0,19.0,12.0,0,19.5,26.5,22.0,24.0,4.0,37211.0,4.0,0,,6.5,2.0,1.0
4405,0,6.0,0,14.0,20.0,18.0,0,26.5,14.5,31.0,13.0,4.5,20822.0,4.0,0,,6.0,2.0,1.0
4406,1,6.0,0,3.0,23.0,14.0,1,16.0,34.5,21.5,22.5,9.0,12095.0,3.0,0,,4.0,2.0,1.0
4407,0,6.0,0,14.0,8.0,15.0,0,19.0,20.0,21.0,21.0,8.5,23158.0,3.0,0,,4.5,2.0,1.0
4408,0,6.0,0,8.0,19.0,11.0,0,24.0,20.5,20.0,17.0,6.0,,1.0,0,,5.5,2.0,1.0
4409,0,6.0,0,21.0,13.0,11.0,1,21.0,21.5,22.5,23.5,7.0,51326.0,2.0,0,,4.0,2.0,1.0
4410,0,6.0,0,4.0,15.0,17.0,0,15.0,39.5,21.0,25.5,15.5,,1.0,0,,4.0,2.0,1.0
4411,1,6.0,1,24.0,21.0,16.0,1,23.0,22.0,21.0,11.5,14.0,7503.0,2.0,0,,8.0,2.0,1.0
4412,0,6.0,0,8.0,15.0,22.0,1,18.0,17.5,26.0,22.0,9.0,5646.0,2.0,0,,4.0,2.0,1.0
4413,0,6.0,0,16.0,12.0,19.0,0,19.5,12.0,45.0,14.5,7.0,47287.0,4.0,0,,5.0,2.0,1.0
4414,1,6.0,0,15.0,13.0,18.0,0,28.5,22.0,23.0,28.0,15.0,,0.0,0,,4.5,2.0,1.0
4415,0,6.0,0,16.0,14.0,14.0,1,24.5,33.5,13.0,19.5,4.5,,2.0,0,,4.5,2.0,1.0
4416,1,6.0,0,11.0,20.0,12.0,0,32.0,21.0,21.5,12.5,7.0,920.0,4.0,0,,4.0,2.0,1.0
4417,0,6.0,0,10.0,17.0,18.0,0,23.5,12.5,32.5,20.0,8.0,,4.0,0,,5.5,2.0,1.0
4418,0,6.0,0,9.0,15.0,13.0,0,22.0,21.0,21.0,20.0,9.0,,5.0,0,,4.5,2.0,1.0
4419,0,6.0,0,13.0,21.0,14.0,0,12.0,14.5,41.0,15.0,0.5,24274.0,5.0,0,,8.5,2.0,1.0
4420,0,6.0,0,16.0,19.0,13.0,0,27.0,19.5,26.0,25.0,4.5,385.0,3.0,0,,8.5,2.0,1.0
4421,0,6.0,1,9.0,8.0,14.0,0,21.0,24.0,28.5,26.5,17.5,,0.0,0,,2.0,5.0,2.0
4422,0,6.0,0,4.0,11.0,17.0,1,33.0,28.5,13.5,10.5,6.0,,5.0,0,,2.0,5.0,2.0
4423,0,6.0,0,9.0,4.0,17.0,1,33.5,14.0,27.0,26.0,2.5,,6.0,0,,5.5,5.0,2.0
4424,0,6.0,0,7.0,16.0,11.0,0,26.67,18.17,22.17,20.17,11.670000000000002,,2.0,0,,3.0,5.0,2.0
4425,0,6.0,0,3.0,15.0,15.0,1,24.5,25.5,24.0,23.5,4.5,,4.0,0,,4.5,5.0,2.0
4426,0,6.0,0,12.0,16.0,21.0,1,31.5,13.5,33.0,12.5,5.0,,4.0,0,,4.0,5.0,2.0
4427,0,6.0,0,9.0,21.0,15.0,0,17.0,33.5,23.5,22.0,8.5,,3.0,0,,2.0,5.0,2.0
4428,0,6.0,0,6.0,12.0,12.0,1,24.0,19.0,23.0,20.5,9.0,,3.0,0,,2.5,5.0,2.0
4429,0,6.0,0,4.0,15.0,10.0,1,29.0,19.5,22.0,16.5,6.5,,1.0,0,,3.5,5.0,2.0
4430,0,6.0,0,9.0,5.0,12.0,0,26.0,20.5,24.5,23.0,7.5,,2.0,0,,2.0,5.0,2.0
4431,0,6.0,0,8.0,27.0,12.0,0,20.0,38.5,23.0,25.0,15.0,,1.0,0,,2.0,5.0,2.0
4432,0,6.0,0,14.0,19.0,15.0,0,28.0,21.0,23.0,11.0,14.5,,2.0,0,,6.0,5.0,2.0
4433,0,6.0,0,4.0,25.0,17.0,0,23.0,16.5,28.0,21.5,8.5,,2.0,0,,2.0,5.0,2.0
4434,0,6.0,0,12.0,16.0,8.0,0,24.5,13.0,47.0,14.0,7.5,,4.0,0,,3.0,5.0,2.0
4435,0,6.0,0,7.0,21.0,21.0,1,33.5,21.0,25.0,27.5,14.5,,0.0,0,,2.5,5.0,2.0
4436,0,6.0,0,8.0,14.0,13.0,0,29.5,32.5,15.0,19.0,5.0,,2.0,0,,2.5,5.0,2.0
4437,1,6.0,1,3.0,26.0,15.0,0,37.0,20.0,23.5,12.0,7.5,,4.0,0,,2.0,5.0,2.0
4438,0,6.0,0,6.0,19.0,19.0,1,28.5,11.5,34.5,19.5,8.5,,4.0,0,,3.5,5.0,2.0
4439,0,6.0,0,5.0,11.0,12.0,1,27.0,20.0,23.0,19.5,9.5,,5.0,0,,2.5,5.0,2.0
4440,1,6.0,0,7.0,9.0,9.0,1,17.0,13.5,43.0,14.5,1.0,,5.0,0,,6.5,5.0,2.0
4441,0,6.0,0,8.0,5.0,8.0,1,32.0,18.5,28.0,24.5,4.0,,3.0,0,,6.5,5.0,2.0
4442,0,6.0,1,12.0,10.0,18.0,1,21.0,19.0,35.5,14.0,7.0,,3.0,1,,4.0,6.0,2.0
4443,0,6.0,0,9.0,9.0,14.0,0,24.0,22.0,36.5,18.0,5.0,,2.0,1,,3.0,6.0,2.0
4444,0,6.0,0,10.0,16.0,25.0,1,28.0,19.5,37.5,16.5,6.5,,5.0,0,,4.0,6.0,2.0
4445,0,6.0,1,18.0,19.0,18.0,0,52.0,23.0,28.5,9.0,9.5,,1.0,0,,1.0,6.0,2.0
4446,0,6.0,0,14.0,17.0,11.0,0,27.5,16.5,47.0,10.0,3.0,,7.0,0,,2.0,6.0,2.0
4447,0,6.0,0,13.0,21.0,13.0,1,23.0,15.0,35.5,15.0,7.0,,3.0,0,,1.5,6.0,2.0
4448,0,6.0,0,9.0,20.0,21.0,0,23.5,13.0,46.5,15.5,7.0,,2.0,1,,2.0,6.0,2.0
4449,0,6.0,0,13.0,12.0,15.0,0,16.83,19.05,60.36,4.52,11.29,,3.0,1,,1.0,6.0,2.0
4450,1,6.0,0,12.0,22.0,16.0,0,30.5,22.0,32.0,21.0,4.0,,5.0,0,,2.0,6.0,2.0
4451,0,6.0,0,9.0,15.0,18.0,1,54.0,27.0,37.5,17.0,13.0,,0.0,0,,1.0,6.0,2.0
4452,0,6.0,0,12.0,16.0,21.0,0,47.0,30.0,26.5,2.5,7.0,,1.0,0,,1.0,6.0,2.0
4453,0,6.0,0,11.0,37.0,23.0,0,26.5,26.5,37.0,6.0,6.0,,4.0,1,,1.5,6.0,2.0
4454,0,6.0,0,17.0,26.0,20.0,0,23.5,18.0,33.0,14.0,11.5,,6.0,1,,3.5,6.0,2.0
4455,0,6.0,0,7.0,18.0,17.0,1,35.0,17.0,33.5,16.0,5.0,,1.0,0,,2.0,6.0,2.0
4456,0,6.0,0,7.0,11.0,15.0,0,13.0,17.5,22.0,17.5,12.5,,3.0,1,,6.0,6.0,1.0
4457,0,6.0,1,14.0,14.0,17.0,0,16.0,20.5,23.0,19.5,10.5,8807.0,2.0,1,,5.0,6.0,1.0
4458,0,6.0,1,15.0,13.0,18.0,0,20.0,18.0,24.0,21.0,12.0,15686.0,5.0,0,,6.0,6.0,1.0
4459,0,6.0,0,9.0,18.0,17.0,1,44.0,21.5,15.0,8.5,16.0,18119.0,1.0,0,,3.0,6.0,1.0
4460,0,6.0,1,17.0,14.0,12.0,1,19.5,14.0,33.5,17.5,9.5,5622.0,7.0,0,,4.0,6.0,1.0
4461,0,6.0,1,14.0,22.0,12.0,0,15.0,13.5,22.0,18.5,12.5,,3.0,0,,3.5,6.0,1.0
4462,0,6.0,0,4.0,19.0,12.0,1,15.5,11.5,33.0,22.0,12.5,,2.0,1,,4.0,6.0,1.0
4463,0,6.0,1,18.0,17.0,20.0,0,4.83,17.55,46.86,12.02,16.79,,3.0,1,,3.0,6.0,1.0
4464,0,6.0,1,15.0,21.0,13.0,1,22.5,20.5,18.5,26.5,9.5,7537.0,5.0,0,,4.0,6.0,1.0
4465,0,6.0,1,12.0,16.0,27.0,0,46.0,24.5,24.0,20.5,19.5,,0.0,0,,3.0,6.0,1.0
4466,0,6.0,0,7.0,19.0,14.0,1,39.0,28.5,13.0,12.0,13.5,,1.0,0,,3.0,6.0,1.0
4467,0,6.0,1,14.0,26.0,14.0,0,18.5,25.0,23.5,11.5,12.5,,4.0,1,,3.5,6.0,1.0
4468,0,6.0,1,14.0,23.0,19.0,0,15.5,16.5,19.5,15.5,17.0,16187.0,6.0,1,,5.5,6.0,1.0
4469,0,6.0,1,12.0,21.0,16.0,0,27.0,15.5,20.0,21.5,10.5,,1.0,0,,4.0,6.0,1.0
4470,0,3.0,0,10.0,11.0,9.0,1,18.0,20.0,35.0,18.0,4.5,,1.0,1,,8.5,4.0,2.0
4471,0,3.0,1,9.0,10.0,7.0,0,21.0,23.0,36.0,20.0,4.5,10108.0,4.0,1,,7.5,4.0,2.0
4472,0,3.0,1,10.0,17.0,12.0,1,25.0,20.5,37.0,21.5,1.0,14385.0,3.0,0,,8.5,4.0,2.0
4473,0,3.0,0,16.0,16.0,15.0,0,49.0,24.0,28.0,9.0,6.0,16818.0,1.0,0,,5.5,4.0,2.0
4474,0,3.0,1,16.0,20.0,10.0,0,24.5,15.5,46.5,18.0,7.5,6923.0,5.0,0,,6.5,4.0,2.0
4475,0,3.0,1,15.0,12.0,20.0,1,20.0,16.0,35.0,19.0,2.5,,1.0,0,,6.0,4.0,2.0
4476,0,3.0,0,15.0,17.0,16.0,0,20.5,14.0,46.0,22.5,2.5,,4.0,1,,6.5,4.0,2.0
4477,0,3.0,1,11.0,11.0,20.0,0,9.83,20.05,59.86,12.52,6.789999999999999,,1.0,1,,5.5,4.0,2.0
4478,1,3.0,1,14.0,19.0,9.0,0,27.5,23.0,31.5,27.0,5.5,8838.0,3.0,0,,6.5,4.0,2.0
4479,1,3.0,1,15.0,18.0,23.0,1,51.0,26.0,37.0,21.0,9.5,,2.0,0,,5.5,4.0,2.0
4480,0,3.0,0,12.0,15.0,12.0,0,44.0,31.0,26.0,12.5,9.5,,1.0,0,,5.5,4.0,2.0
4481,1,3.0,1,13.0,32.0,14.0,0,23.5,27.5,36.5,12.0,4.5,,2.0,1,,6.0,4.0,2.0
4482,0,3.0,1,13.0,25.0,23.0,0,20.5,19.0,32.5,16.0,10.0,17488.0,8.0,1,,8.0,4.0,2.0
4483,0,3.0,1,13.0,17.0,20.0,1,32.0,18.0,33.0,22.0,4.5,,1.0,0,,6.5,4.0,2.0
4484,1,7.0,0,9.0,9.0,15.0,0,27.0,24.0,17.0,15.0,5.0,,6.0,1,,8.0,2.0,1.0
4485,0,7.0,1,12.0,12.0,9.0,0,30.0,27.0,18.0,17.0,3.0,15201.0,11.0,1,,7.0,2.0,1.0
4486,1,7.0,1,11.0,15.0,12.0,0,34.0,24.5,19.0,18.5,6.5,9292.0,4.0,0,,8.0,2.0,1.0
4487,0,7.0,0,13.0,18.0,25.0,1,58.0,28.0,10.0,6.0,11.5,11725.0,8.0,0,,5.0,2.0,1.0
4488,0,7.0,1,17.0,16.0,14.0,1,33.5,21.5,28.5,15.0,5.0,12016.0,2.0,0,,6.0,2.0,1.0
4489,0,7.0,1,14.0,22.0,26.0,0,29.0,20.0,17.0,16.0,5.0,,6.0,0,,5.5,2.0,1.0
4490,0,7.0,0,8.0,19.0,12.0,1,29.5,18.0,28.0,19.5,5.0,,11.0,1,,6.0,2.0,1.0
4491,0,7.0,1,18.0,15.0,14.0,0,20.83,24.05,41.86,9.52,9.29,,6.0,1,,5.0,2.0,1.0
4492,1,7.0,1,15.0,23.0,11.0,1,36.5,27.0,13.5,24.0,2.0,13931.0,4.0,0,,6.0,2.0,1.0
4493,0,7.0,1,12.0,16.0,15.0,0,60.0,32.0,19.0,18.0,15.0,,9.0,0,,5.0,2.0,1.0
4494,0,7.0,0,7.0,19.0,16.0,1,53.0,35.0,8.0,11.5,9.0,,8.0,0,,5.0,2.0,1.0
4495,1,7.0,1,14.0,34.0,22.0,0,32.5,31.5,18.5,9.0,8.0,,5.0,1,,5.5,2.0,1.0
4496,0,7.0,1,10.0,27.0,17.0,0,29.5,23.0,14.5,13.0,9.5,22581.0,15.0,1,,7.5,2.0,1.0
4497,0,7.0,1,12.0,21.0,20.0,0,41.0,22.0,15.0,19.0,3.0,,8.0,0,,6.0,2.0,1.0
4498,0,1.0,0,13.0,14.0,23.0,0,13.0,29.0,20.0,10.0,9.0,,5.0,1,,7.0,6.0,2.0
4499,0,1.0,1,12.0,19.0,9.0,0,16.0,32.0,21.0,12.0,7.0,6728.0,10.0,1,,6.0,6.0,2.0
4500,0,1.0,1,5.0,20.0,20.0,0,20.0,29.5,22.0,13.5,12.5,17765.0,3.0,0,,7.0,6.0,2.0
4501,0,1.0,0,19.0,17.0,23.0,1,44.0,33.0,13.0,1.0,17.5,20198.0,7.0,0,,4.0,6.0,2.0
4502,0,1.0,1,19.0,19.0,16.0,1,19.5,26.5,31.5,10.0,11.0,3543.0,1.0,0,,5.0,6.0,2.0
4503,0,1.0,1,18.0,29.0,20.0,0,15.0,25.0,20.0,11.0,9.0,,5.0,0,,4.5,6.0,2.0
4504,0,1.0,0,12.0,24.0,16.0,1,15.5,23.0,31.0,14.5,9.0,,10.0,1,,5.0,6.0,2.0
4505,0,1.0,1,16.0,22.0,14.0,0,4.83,29.05,44.86,4.52,13.29,,5.0,1,,4.0,6.0,2.0
4506,0,1.0,1,17.0,28.0,11.0,1,22.5,32.0,16.5,19.0,6.0,5458.0,3.0,0,,5.0,6.0,2.0
4507,0,1.0,1,14.0,23.0,13.0,0,46.0,37.0,22.0,13.0,21.0,,8.0,0,,4.0,6.0,2.0
4508,0,1.0,0,15.0,22.0,20.0,1,39.0,40.0,11.0,6.5,15.0,,7.0,0,,4.0,6.0,2.0
4509,0,1.0,1,16.0,33.0,26.0,0,18.5,36.5,21.5,4.0,14.0,,4.0,1,,4.5,6.0,2.0
4510,0,1.0,1,16.0,32.0,17.0,0,15.5,28.0,17.5,8.0,13.5,14108.0,14.0,1,,6.5,6.0,2.0
4511,0,1.0,1,12.0,28.0,20.0,0,27.0,27.0,18.0,14.0,7.0,,7.0,0,,5.0,6.0,2.0
4512,0,5.0,1,4.0,10.0,15.0,0,14.0,40.0,12.0,20.0,5.5,,3.0,1,,4.0,6.0,2.0
4513,0,5.0,0,5.0,7.0,7.0,0,17.0,43.0,13.0,22.0,3.5,21076.0,8.0,1,,3.0,6.0,2.0
4514,0,5.0,0,16.0,10.0,12.0,0,21.0,40.5,14.0,23.5,6.0,3417.0,1.0,0,,4.0,6.0,2.0
4515,0,5.0,1,10.0,21.0,19.0,1,45.0,44.0,5.0,11.0,11.0,5850.0,5.0,0,,1.0,6.0,2.0
4516,0,5.0,0,6.0,11.0,10.0,1,20.5,35.5,23.5,20.0,4.5,17891.0,1.0,0,,2.0,6.0,2.0
4517,0,5.0,0,9.0,11.0,22.0,0,16.0,36.0,12.0,21.0,5.5,,3.0,0,,1.5,6.0,2.0
4518,0,5.0,0,13.0,20.0,12.0,1,16.5,34.0,23.0,24.5,5.5,,8.0,1,,2.0,6.0,2.0
4519,0,5.0,0,9.0,6.0,12.0,0,5.17,40.05,36.86,14.52,9.79,,3.0,1,,1.0,6.0,2.0
4520,1,5.0,0,10.0,16.0,5.0,1,23.5,43.0,8.5,29.0,2.5,19806.0,1.0,0,,2.0,6.0,2.0
4521,0,5.0,0,11.0,15.0,13.0,0,47.0,46.0,14.0,23.0,14.5,,6.0,0,,1.0,6.0,2.0
4522,0,5.0,0,6.0,14.0,12.0,1,40.0,51.0,3.0,16.5,8.5,,5.0,0,,1.0,6.0,2.0
4523,0,5.0,0,5.0,31.0,18.0,0,19.5,47.5,13.5,14.0,7.5,,2.0,1,,1.5,6.0,2.0
4524,0,5.0,0,11.0,22.0,15.0,0,16.5,39.0,9.5,18.0,10.0,28456.0,12.0,1,,3.5,6.0,2.0
4525,0,5.0,0,11.0,12.0,18.0,0,28.0,38.0,10.0,24.0,3.5,,5.0,0,,2.0,6.0,2.0
4526,0,9.0,0,8.0,12.0,22.0,0,17.0,19.5,25.5,15.0,9.0,,8.0,1,,4.0,6.0,2.0
4527,0,9.0,1,9.0,7.0,10.0,0,20.0,22.5,26.5,17.0,7.0,1976.0,3.0,1,,3.0,6.0,2.0
4528,0,9.0,1,16.0,14.0,21.0,0,24.0,20.0,27.5,18.5,12.5,22517.0,10.0,0,,4.0,6.0,2.0
4529,0,9.0,0,10.0,19.0,20.0,1,48.0,23.5,18.5,6.0,17.5,24950.0,6.0,0,,1.0,6.0,2.0
4530,0,9.0,1,8.0,13.0,15.0,1,23.5,16.0,37.0,15.0,11.0,1209.0,12.0,0,,2.0,6.0,2.0
4531,0,9.0,1,5.0,19.0,17.0,0,19.0,15.5,25.5,16.0,9.0,,8.0,0,,1.5,6.0,2.0
4532,0,9.0,0,13.0,22.0,15.0,1,19.5,13.5,36.5,19.5,9.0,,3.0,1,,2.0,6.0,2.0
4533,0,9.0,1,7.0,12.0,7.0,0,10.83,19.55,50.36,9.52,13.29,,8.0,1,,1.0,6.0,2.0
4534,1,9.0,1,6.0,18.0,12.0,1,26.5,22.5,22.0,24.0,6.0,706.0,10.0,0,,2.0,6.0,2.0
4535,0,9.0,1,7.0,13.0,8.0,0,50.0,26.5,27.5,18.0,21.0,,5.0,0,,1.0,6.0,2.0
4536,0,9.0,0,4.0,20.0,19.0,1,43.0,30.5,16.5,11.5,15.0,,6.0,0,,1.0,6.0,2.0
4537,1,9.0,1,5.0,29.0,25.0,0,22.5,27.0,27.0,9.0,14.0,,9.0,1,,1.5,6.0,2.0
4538,0,9.0,1,7.0,20.0,16.0,0,19.5,18.5,23.0,13.0,13.5,9356.0,1.0,1,,3.5,6.0,2.0
4539,0,9.0,1,9.0,16.0,13.0,0,31.0,17.5,23.5,19.0,7.0,,6.0,0,,2.0,6.0,2.0
4540,0,2.0,0,9.0,11.0,17.0,0,21.5,20.0,21.0,21.0,5.5,,7.0,1,,5.0,4.0,1.0
4541,1,2.0,1,14.0,8.0,9.0,0,24.5,23.0,22.0,23.0,3.5,,2.0,1,,4.0,4.0,1.0
4542,0,2.0,1,17.0,11.0,16.0,0,28.5,20.5,23.0,24.5,6.0,,9.0,0,,5.0,4.0,1.0
4543,1,2.0,0,9.0,14.0,19.0,1,52.5,24.0,14.0,12.0,11.0,,5.0,0,,2.0,4.0,1.0
4544,0,2.0,1,19.0,16.0,10.0,1,28.0,15.5,32.5,21.0,4.5,,11.0,0,,3.0,4.0,1.0
4545,0,2.0,1,16.0,18.0,16.0,0,23.5,16.0,21.0,22.0,5.5,,7.0,0,,2.5,4.0,1.0
4546,0,2.0,0,10.0,21.0,12.0,1,24.0,14.0,32.0,25.5,5.5,,2.0,1,,3.0,4.0,1.0
4547,0,2.0,1,20.0,13.0,10.0,0,16.33,20.05,45.86,15.52,9.79,,7.0,1,,2.0,4.0,1.0
4548,0,2.0,1,17.0,19.0,5.0,1,31.0,23.0,17.5,30.0,2.5,,9.0,0,,3.0,4.0,1.0
4549,0,2.0,1,16.0,10.0,15.0,0,54.5,26.0,23.0,24.0,14.5,,4.0,0,,2.0,4.0,1.0
4550,0,2.0,0,9.0,19.0,14.0,1,47.5,31.0,12.0,15.5,8.5,,5.0,0,,2.0,4.0,1.0
4551,0,2.0,1,16.0,28.0,20.0,0,27.0,27.5,22.5,15.0,7.5,,8.0,1,,2.5,4.0,1.0
4552,0,2.0,1,10.0,23.0,17.0,0,24.0,19.0,18.5,19.0,10.0,,2.0,1,,4.5,4.0,1.0
4553,0,2.0,1,16.0,17.0,14.0,0,35.5,18.0,19.0,25.0,3.5,,5.0,0,,3.0,4.0,1.0
4554,0,8.0,0,8.0,15.0,11.0,0,52.0,16.5,22.0,10.5,3.5,,6.0,0,,7.5,3.0,1.0
4555,0,8.0,1,13.0,12.0,17.0,0,55.0,15.5,23.0,12.5,3.5,23716.0,11.0,0,,6.5,3.0,1.0
4556,0,8.0,1,20.0,11.0,18.0,0,59.0,8.0,24.0,14.0,2.0,777.0,4.0,0,,7.5,3.0,1.0
4557,0,8.0,0,4.0,18.0,11.0,1,83.0,14.5,15.0,1.5,7.0,3210.0,8.0,0,,4.5,3.0,1.0
4558,0,8.0,1,16.0,18.0,12.0,1,58.5,6.0,33.5,10.5,8.5,20531.0,2.0,0,,5.5,3.0,1.0
4559,0,8.0,1,9.0,10.0,16.0,0,54.0,8.5,22.0,11.5,1.5,,6.0,0,,5.0,3.0,1.0
4560,0,8.0,0,9.0,17.0,16.0,1,54.5,4.5,33.0,15.0,1.5,,11.0,0,,5.5,3.0,1.0
4561,0,8.0,1,15.0,13.0,24.0,0,45.83,16.55,46.86,5.02,5.789999999999999,,6.0,0,,4.5,3.0,1.0
4562,0,8.0,1,10.0,13.0,15.0,1,61.5,15.5,18.5,19.5,4.5,22446.0,4.0,0,,5.5,3.0,1.0
4563,0,8.0,1,13.0,16.0,23.0,0,85.0,9.5,24.0,13.5,10.5,,9.0,0,,4.5,3.0,1.0
4564,0,8.0,0,4.0,9.0,12.0,1,78.0,27.5,13.0,6.0,10.5,,8.0,0,,4.5,3.0,1.0
4565,0,8.0,1,11.0,22.0,6.0,0,57.5,21.0,23.5,4.5,5.5,,5.0,0,,5.0,3.0,1.0
4566,0,8.0,1,11.0,25.0,29.0,0,54.5,11.5,19.5,8.5,9.0,31096.0,15.0,0,,7.0,3.0,1.0
4567,0,8.0,1,15.0,11.0,18.0,0,66.0,10.5,20.0,14.5,3.5,,8.0,0,,5.5,3.0,1.0
4568,0,6.0,0,9.0,8.0,24.0,0,22.0,24.0,26.5,10.5,12.5,,6.0,1,,4.5,5.0,1.0
4569,0,6.0,1,10.0,9.0,16.0,0,25.0,27.0,27.5,12.5,10.5,13679.0,1.0,1,,3.5,5.0,1.0
4570,0,6.0,1,17.0,14.0,19.0,0,29.0,24.5,28.5,14.0,12.0,38172.0,8.0,0,,4.5,5.0,1.0
4571,0,6.0,0,11.0,13.0,22.0,0,53.0,28.0,19.5,1.5,14.0,40605.0,4.0,0,,1.5,5.0,1.0
4572,0,6.0,1,7.0,11.0,17.0,0,28.5,21.5,38.0,10.5,7.5,16864.0,10.0,0,,2.5,5.0,1.0
4573,1,6.0,1,6.0,21.0,17.0,0,24.0,20.0,26.5,11.5,12.5,,6.0,0,,2.0,5.0,1.0
4574,0,6.0,0,16.0,18.0,15.0,0,24.5,18.0,37.5,15.0,12.5,,1.0,1,,2.5,5.0,1.0
4575,0,6.0,1,10.0,14.0,9.0,0,15.83,24.05,51.36,5.02,16.79,,6.0,1,,1.5,5.0,1.0
4576,0,6.0,1,7.0,22.0,10.0,0,31.5,27.0,23.0,19.5,9.5,14949.0,8.0,0,,2.5,5.0,1.0
4577,0,6.0,1,8.0,17.0,12.0,0,55.0,32.0,28.5,13.5,17.5,,3.0,0,,1.5,5.0,1.0
4578,0,6.0,0,7.0,22.0,19.0,0,48.0,35.0,17.5,6.0,11.5,,4.0,0,,1.5,5.0,1.0
4579,0,6.0,1,8.0,25.0,25.0,0,27.5,31.5,28.0,4.5,10.5,,7.0,1,,2.0,5.0,1.0
4580,0,6.0,1,4.0,16.0,10.0,1,24.5,23.0,24.0,8.5,17.0,6299.0,3.0,1,,4.0,5.0,1.0
4581,0,6.0,1,8.0,20.0,13.0,0,36.0,22.0,24.5,14.5,10.5,,4.0,0,,2.5,5.0,1.0
4582,0,6.0,0,12.0,4.0,22.0,1,12.5,19.0,26.5,24.0,10.5,,1.0,0,,4.0,7.0,2.0
