,Unnamed: 0,exphappy,samerace,hobby_diff_phys,hobby_diff_out,hobby_diff_in,attr_diff,sinc_diff,intel_diff,fun_diff,age_diff,same_career,confidence,imprace,date_freq,out_freq,match
3400,3400,3.0,0,4.0,3.0,4.0,2.0,2.0,5.0,0.0,6.0,0,0.0,0.0,6.0,2.0,0
3401,3401,3.0,0,2.0,4.0,6.0,4.0,4.0,6.0,2.0,6.0,1,0.0,2.0,6.0,2.0,0
3402,3402,3.0,0,3.0,6.0,4.0,3.0,6.0,6.0,2.0,6.0,1,0.0,0.0,6.0,2.0,0
3403,3403,3.0,1,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,0,0.0,0.0,6.0,2.0,0
3404,3404,3.0,1,4.0,2.0,3.0,2.0,4.0,2.0,6.0,6.0,0,0.0,0.0,6.0,2.0,0
3405,3405,3.0,1,2.0,3.0,2.0,2.0,4.0,3.0,2.0,6.0,1,0.0,0.0,6.0,2.0,0
3406,3406,3.0,1,4.0,2.0,3.0,2.0,4.0,2.0,6.0,6.0,0,0.0,0.0,6.0,2.0,0
3407,3407,3.0,1,5.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,1,0.0,6.0,3.0,2.0,1
3408,3408,3.0,1,6.0,3.0,6.0,2.0,2.0,3.0,2.0,3.0,0,0.0,3.0,3.0,2.0,0
3409,3409,3.0,1,6.0,3.0,4.0,2.0,6.0,5.0,2.0,5.0,0,0.0,6.0,3.0,2.0,0
3410,3410,3.0,1,3.0,2.0,3.0,4.0,3.0,6.0,4.0,6.0,1,0.0,3.0,3.0,2.0,0
3411,3411,3.0,0,4.0,6.0,5.0,2.0,4.0,6.0,4.0,6.0,1,0.0,6.0,3.0,2.0,0
3412,3412,3.0,0,6.0,3.0,5.0,3.0,2.0,3.0,4.0,2.0,0,0.0,6.0,3.0,2.0,1
3413,3413,3.0,0,4.0,3.0,5.0,2.0,3.0,2.0,3.0,6.0,0,0.0,6.0,3.0,2.0,0
3414,3414,3.0,0,4.0,2.0,0.0,2.0,3.0,3.0,3.0,6.0,1,0.0,6.0,3.0,2.0,0
3415,3415,3.0,0,4.0,3.0,5.0,2.0,2.0,2.0,3.0,6.0,0,0.0,6.0,3.0,2.0,0
3416,3416,4.0,0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,6.0,1,0.0,6.0,6.0,0.0,0
3417,3417,4.0,0,4.0,3.0,5.0,2.0,3.0,2.0,6.0,2.0,0,0.0,3.0,6.0,0.0,0
3418,3418,4.0,0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,0,0.0,6.0,6.0,0.0,0
3419,3419,4.0,0,2.0,3.0,2.0,3.0,4.0,6.0,4.0,0.0,1,0.0,3.0,6.0,0.0,0
3420,3420,4.0,1,4.0,5.0,5.0,2.0,5.0,0.0,4.0,0.0,1,0.0,6.0,6.0,0.0,0
3421,3421,4.0,0,2.0,6.0,5.0,3.0,3.0,2.0,3.0,6.0,0,0.0,6.0,6.0,0.0,0
3422,3422,4.0,0,3.0,2.0,3.0,2.0,4.0,6.0,3.0,5.0,0,0.0,6.0,6.0,0.0,0
3423,3423,4.0,0,3.0,5.0,2.0,6.0,3.0,2.0,3.0,0.0,1,0.0,6.0,6.0,0.0,0
3424,3424,4.0,0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,0,0.0,6.0,6.0,0.0,0
3425,3425,2.0,1,6.0,4.0,2.0,6.0,3.0,3.0,5.0,4.0,0,0.0,4.0,6.0,3.0,0
3426,3426,2.0,1,3.0,6.0,3.0,6.0,3.0,3.0,2.0,3.0,0,0.0,6.0,6.0,3.0,0
3427,3427,2.0,1,5.0,2.0,3.0,6.0,2.0,5.0,2.0,6.0,0,0.0,3.0,6.0,3.0,0
3428,3428,2.0,1,6.0,4.0,2.0,3.0,4.0,6.0,5.0,5.0,0,0.0,5.0,6.0,3.0,0
3429,3429,2.0,0,3.0,4.0,6.0,6.0,5.0,6.0,4.0,5.0,0,0.0,3.0,6.0,3.0,0
3430,3430,2.0,0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,0,0.0,3.0,6.0,3.0,0
3431,3431,2.0,0,6.0,4.0,3.0,6.0,4.0,2.0,3.0,0.0,0,0.0,4.0,6.0,3.0,0
3432,3432,2.0,0,4.0,4.0,6.0,6.0,3.0,3.0,4.0,5.0,0,0.0,3.0,6.0,3.0,1
3433,3433,2.0,0,6.0,2.0,3.0,6.0,3.0,2.0,4.0,0.0,0,0.0,4.0,6.0,3.0,0
3434,3434,3.0,1,2.0,3.0,3.0,2.0,4.0,3.0,4.0,0.0,0,0.0,6.0,6.0,0.0,0
3435,3435,3.0,1,3.0,4.0,6.0,2.0,3.0,2.0,6.0,0.0,0,0.0,3.0,6.0,0.0,1
3436,3436,3.0,1,4.0,3.0,4.0,6.0,2.0,5.0,6.0,3.0,0,0.0,6.0,6.0,0.0,0
3437,3437,3.0,1,4.0,2.0,2.0,3.0,4.0,6.0,3.0,6.0,0,0.0,3.0,6.0,0.0,0
3438,3438,3.0,0,6.0,6.0,5.0,2.0,5.0,6.0,3.0,6.0,0,0.0,6.0,6.0,0.0,0
3439,3439,3.0,0,6.0,3.0,5.0,2.0,3.0,3.0,3.0,0.0,0,0.0,6.0,6.0,0.0,0
3440,3440,3.0,0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,0,0.0,6.0,6.0,0.0,0
3441,3441,3.0,0,6.0,6.0,2.0,6.0,3.0,2.0,2.0,6.0,0,0.0,6.0,6.0,0.0,1
3442,3442,3.0,0,4.0,3.0,3.0,6.0,3.0,2.0,2.0,3.0,0,0.0,6.0,6.0,0.0,0
3443,3443,4.0,1,4.0,3.0,2.0,6.0,4.0,3.0,5.0,4.0,0,0.0,2.0,5.0,2.0,0
3444,3444,4.0,1,4.0,6.0,3.0,6.0,4.0,3.0,2.0,3.0,1,0.0,4.0,5.0,2.0,0
3445,3445,4.0,1,2.0,0.0,3.0,6.0,3.0,5.0,2.0,6.0,0,0.0,2.0,5.0,2.0,1
3446,3446,4.0,1,4.0,2.0,2.0,3.0,5.0,6.0,5.0,5.0,0,0.0,4.0,5.0,2.0,0
3447,3447,4.0,0,2.0,6.0,4.0,2.0,6.0,6.0,4.0,5.0,0,0.0,2.0,5.0,2.0,0
3448,3448,4.0,0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,1,0.0,2.0,5.0,2.0,0
3449,3449,4.0,0,6.0,2.0,2.0,6.0,5.0,2.0,3.0,0.0,1,0.0,2.0,5.0,2.0,0
3450,3450,4.0,0,3.0,3.0,2.0,6.0,4.0,3.0,4.0,5.0,0,0.0,2.0,5.0,2.0,0
3451,3451,4.0,0,4.0,6.0,2.0,6.0,4.0,2.0,4.0,0.0,0,0.0,2.0,5.0,2.0,0
3452,3452,0.0,0,2.0,4.0,5.0,2.0,6.0,6.0,4.0,0.0,0,0.0,0.0,5.0,2.0,0
3453,3453,0.0,0,2.0,6.0,6.0,2.0,6.0,5.0,6.0,6.0,0,0.0,2.0,5.0,2.0,0
3454,3454,0.0,0,6.0,5.0,6.0,2.0,4.0,6.0,6.0,3.0,0,0.0,0.0,5.0,2.0,0
3455,3455,0.0,0,4.0,3.0,5.0,3.0,6.0,4.0,3.0,0.0,0,0.0,2.0,5.0,2.0,0
3456,3456,0.0,1,2.0,6.0,6.0,2.0,6.0,4.0,3.0,0.0,0,0.0,0.0,5.0,2.0,0
3457,3457,0.0,0,2.0,5.0,6.0,2.0,5.0,6.0,3.0,0.0,0,0.0,0.0,5.0,2.0,0
3458,3458,0.0,0,6.0,4.0,5.0,2.0,6.0,5.0,2.0,4.0,0,0.0,0.0,5.0,2.0,0
3459,3459,0.0,0,2.0,2.0,6.0,6.0,6.0,5.0,2.0,0.0,0,0.0,0.0,5.0,2.0,1
3460,3460,0.0,0,4.0,5.0,3.0,6.0,6.0,5.0,2.0,4.0,0,0.0,0.0,5.0,2.0,0
3461,3461,0.0,0,6.0,2.0,4.0,6.0,2.0,2.0,3.0,6.0,0,0.0,0.0,3.0,6.0,1
3462,3462,0.0,0,4.0,3.0,5.0,6.0,3.0,2.0,0.0,0.0,1,0.0,2.0,3.0,6.0,0
3463,3463,0.0,0,3.0,3.0,3.0,6.0,0.0,4.0,0.0,6.0,0,0.0,0.0,3.0,6.0,0
3464,3464,0.0,0,6.0,3.0,4.0,6.0,2.0,0.0,2.0,2.0,0,0.0,2.0,3.0,6.0,0
3465,3465,0.0,1,3.0,3.0,4.0,6.0,4.0,0.0,0.0,2.0,0,0.0,0.0,3.0,6.0,0
3466,3466,0.0,0,2.0,3.0,3.0,6.0,6.0,2.0,3.0,6.0,1,0.0,0.0,3.0,6.0,1
3467,3467,0.0,0,2.0,2.0,5.0,6.0,3.0,6.0,6.0,2.0,1,0.0,0.0,3.0,6.0,0
3468,3468,0.0,0,2.0,4.0,2.0,6.0,3.0,2.0,3.0,2.0,0,0.0,0.0,3.0,6.0,1
3469,3469,0.0,0,6.0,2.0,5.0,6.0,3.0,2.0,3.0,2.0,0,0.0,0.0,3.0,6.0,0
3470,3470,3.0,0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,0.0,1,0.0,6.0,6.0,2.0,1
3471,3471,3.0,0,3.0,4.0,6.0,2.0,3.0,4.0,2.0,6.0,0,0.0,3.0,6.0,2.0,0
3472,3472,3.0,0,3.0,3.0,3.0,2.0,2.0,6.0,2.0,3.0,0,0.0,6.0,6.0,2.0,0
3473,3473,3.0,0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,0.0,1,0.0,3.0,6.0,2.0,1
3474,3474,3.0,0,6.0,6.0,5.0,3.0,5.0,2.0,4.0,0.0,1,0.0,6.0,6.0,2.0,0
3475,3475,3.0,0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,0.0,0,0.0,6.0,6.0,2.0,1
3476,3476,3.0,0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,0,0.0,6.0,6.0,2.0,0
3477,3477,3.0,0,2.0,2.0,6.0,2.0,3.0,4.0,4.0,0.0,1,0.0,6.0,6.0,2.0,1
3478,3478,3.0,0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,0,0.0,6.0,6.0,2.0,1
3479,3479,3.0,0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1,0.0,0.0,5.0,6.0,0
3480,3480,3.0,1,5.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,1,0.0,6.0,5.0,6.0,1
3481,3481,3.0,0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,6.0,1,0.0,6.0,5.0,6.0,0
3482,3482,3.0,1,6.0,4.0,2.0,6.0,3.0,3.0,5.0,4.0,0,0.0,4.0,5.0,6.0,0
3483,3483,3.0,1,2.0,3.0,3.0,2.0,4.0,3.0,4.0,0.0,0,0.0,6.0,5.0,6.0,0
3484,3484,3.0,1,4.0,3.0,2.0,6.0,4.0,3.0,5.0,4.0,0,0.0,2.0,5.0,6.0,0
3485,3485,3.0,0,2.0,4.0,5.0,2.0,6.0,6.0,4.0,0.0,0,0.0,0.0,5.0,6.0,0
3486,3486,3.0,0,6.0,2.0,4.0,6.0,2.0,2.0,3.0,6.0,0,0.0,0.0,5.0,6.0,1
3487,3487,3.0,0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,0.0,1,0.0,6.0,5.0,6.0,1
3488,3488,3.0,0,2.0,3.0,3.0,2.0,4.0,3.0,0.0,3.0,0,0.0,2.0,4.0,2.0,0
3489,3489,3.0,1,6.0,3.0,6.0,2.0,2.0,3.0,2.0,3.0,0,0.0,3.0,4.0,2.0,0
3490,3490,3.0,0,4.0,3.0,5.0,2.0,3.0,2.0,6.0,2.0,0,0.0,3.0,4.0,2.0,0
3491,3491,3.0,1,3.0,6.0,3.0,6.0,3.0,3.0,2.0,3.0,0,0.0,6.0,4.0,2.0,0
3492,3492,3.0,1,3.0,4.0,6.0,2.0,3.0,2.0,6.0,0.0,0,0.0,3.0,4.0,2.0,1
3493,3493,3.0,1,4.0,6.0,3.0,6.0,4.0,3.0,2.0,3.0,1,0.0,4.0,4.0,2.0,0
3494,3494,3.0,0,2.0,6.0,6.0,2.0,6.0,5.0,6.0,6.0,0,0.0,2.0,4.0,2.0,0
3495,3495,3.0,0,4.0,3.0,5.0,6.0,3.0,2.0,0.0,0.0,1,0.0,2.0,4.0,2.0,0
3496,3496,3.0,0,3.0,4.0,6.0,2.0,3.0,4.0,2.0,6.0,0,0.0,3.0,4.0,2.0,0
3497,3497,0.0,0,4.0,3.0,4.0,2.0,2.0,5.0,0.0,6.0,0,0.0,0.0,4.0,6.0,0
3498,3498,0.0,1,6.0,3.0,4.0,2.0,6.0,5.0,2.0,5.0,0,0.0,6.0,4.0,6.0,0
3499,3499,0.0,0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,5.0,0,0.0,6.0,4.0,6.0,0
3500,3500,0.0,1,5.0,2.0,3.0,6.0,2.0,5.0,2.0,6.0,0,0.0,3.0,4.0,6.0,0
3501,3501,0.0,1,4.0,3.0,4.0,6.0,2.0,5.0,6.0,3.0,0,0.0,6.0,4.0,6.0,0
3502,3502,0.0,1,2.0,0.0,3.0,6.0,3.0,5.0,2.0,6.0,0,0.0,2.0,4.0,6.0,1
3503,3503,0.0,0,6.0,5.0,6.0,2.0,4.0,6.0,6.0,3.0,0,0.0,0.0,4.0,6.0,0
3504,3504,0.0,0,3.0,3.0,3.0,6.0,0.0,4.0,0.0,6.0,0,0.0,0.0,4.0,6.0,0
3505,3505,0.0,0,3.0,3.0,3.0,2.0,2.0,6.0,2.0,3.0,0,0.0,6.0,4.0,6.0,0
3506,3506,6.0,0,2.0,4.0,6.0,4.0,4.0,6.0,2.0,6.0,1,0.0,2.0,6.0,5.0,0
3507,3507,6.0,1,3.0,2.0,3.0,4.0,3.0,6.0,4.0,6.0,1,0.0,3.0,6.0,5.0,0
3508,3508,6.0,0,2.0,3.0,2.0,3.0,4.0,6.0,4.0,0.0,1,0.0,3.0,6.0,5.0,0
3509,3509,6.0,1,6.0,4.0,2.0,3.0,4.0,6.0,5.0,5.0,0,0.0,5.0,6.0,5.0,0
3510,3510,6.0,1,4.0,2.0,2.0,3.0,4.0,6.0,3.0,6.0,0,0.0,3.0,6.0,5.0,0
3511,3511,6.0,1,4.0,2.0,2.0,3.0,5.0,6.0,5.0,5.0,0,0.0,4.0,6.0,5.0,0
3512,3512,6.0,0,4.0,3.0,5.0,3.0,6.0,4.0,3.0,0.0,0,0.0,2.0,6.0,5.0,0
3513,3513,6.0,0,6.0,3.0,4.0,6.0,2.0,0.0,2.0,2.0,0,0.0,2.0,6.0,5.0,0
3514,3514,6.0,0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,0.0,1,0.0,3.0,6.0,5.0,1
3515,3515,3.0,0,3.0,6.0,4.0,3.0,6.0,6.0,2.0,6.0,1,0.0,0.0,5.0,3.0,0
3516,3516,3.0,0,4.0,6.0,5.0,2.0,4.0,6.0,4.0,6.0,1,0.0,6.0,5.0,3.0,0
3517,3517,3.0,1,4.0,5.0,5.0,2.0,5.0,0.0,4.0,0.0,1,0.0,6.0,5.0,3.0,0
3518,3518,3.0,0,3.0,4.0,6.0,6.0,5.0,6.0,4.0,5.0,0,0.0,3.0,5.0,3.0,0
3519,3519,3.0,0,6.0,6.0,5.0,2.0,5.0,6.0,3.0,6.0,0,0.0,6.0,5.0,3.0,0
3520,3520,3.0,0,2.0,6.0,4.0,2.0,6.0,6.0,4.0,5.0,0,0.0,2.0,5.0,3.0,0
3521,3521,3.0,1,2.0,6.0,6.0,2.0,6.0,4.0,3.0,0.0,0,0.0,0.0,5.0,3.0,0
3522,3522,3.0,1,3.0,3.0,4.0,6.0,4.0,0.0,0.0,2.0,0,0.0,0.0,5.0,3.0,0
3523,3523,3.0,0,6.0,6.0,5.0,3.0,5.0,2.0,4.0,0.0,1,0.0,6.0,5.0,3.0,0
3524,3524,3.0,1,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,0,0.0,0.0,3.0,0.0,0
3525,3525,3.0,0,6.0,3.0,5.0,3.0,2.0,3.0,4.0,2.0,0,0.0,6.0,3.0,0.0,1
3526,3526,3.0,0,2.0,6.0,5.0,3.0,3.0,2.0,3.0,6.0,0,0.0,6.0,3.0,0.0,0
3527,3527,3.0,0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,0,0.0,3.0,3.0,0.0,0
3528,3528,3.0,0,6.0,3.0,5.0,2.0,3.0,3.0,3.0,0.0,0,0.0,6.0,3.0,0.0,0
3529,3529,3.0,0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,1,0.0,2.0,3.0,0.0,0
3530,3530,3.0,0,2.0,5.0,6.0,2.0,5.0,6.0,3.0,0.0,0,0.0,0.0,3.0,0.0,0
3531,3531,3.0,0,2.0,3.0,3.0,6.0,6.0,2.0,3.0,6.0,1,0.0,0.0,3.0,0.0,1
3532,3532,3.0,0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,0.0,0,0.0,6.0,3.0,0.0,1
3533,3533,3.0,1,4.0,2.0,3.0,2.0,4.0,2.0,6.0,6.0,0,0.0,0.0,2.0,0.0,0
3534,3534,3.0,0,4.0,3.0,5.0,2.0,3.0,2.0,3.0,6.0,0,0.0,6.0,2.0,0.0,0
3535,3535,3.0,0,3.0,2.0,3.0,2.0,4.0,6.0,3.0,5.0,0,0.0,6.0,2.0,0.0,0
3536,3536,3.0,0,6.0,4.0,3.0,6.0,4.0,2.0,3.0,0.0,0,0.0,4.0,2.0,0.0,0
3537,3537,3.0,0,5.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,0,0.0,6.0,2.0,0.0,0
3538,3538,3.0,0,6.0,2.0,2.0,6.0,5.0,2.0,3.0,0.0,1,0.0,2.0,2.0,0.0,0
3539,3539,3.0,0,6.0,4.0,5.0,2.0,6.0,5.0,2.0,4.0,0,0.0,0.0,2.0,0.0,0
3540,3540,3.0,0,2.0,2.0,5.0,6.0,3.0,6.0,6.0,2.0,1,0.0,0.0,2.0,0.0,0
3541,3541,3.0,0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,0,0.0,6.0,2.0,0.0,0
3542,3542,4.0,1,2.0,3.0,2.0,2.0,4.0,3.0,2.0,6.0,1,0.0,0.0,6.0,0.0,0
3543,3543,4.0,0,4.0,2.0,0.0,2.0,3.0,3.0,3.0,6.0,1,0.0,6.0,6.0,0.0,0
3544,3544,4.0,0,3.0,5.0,2.0,6.0,3.0,2.0,3.0,0.0,1,0.0,6.0,6.0,0.0,0
3545,3545,4.0,0,4.0,4.0,6.0,6.0,3.0,3.0,4.0,5.0,0,0.0,3.0,6.0,0.0,1
3546,3546,4.0,0,6.0,6.0,2.0,6.0,3.0,2.0,2.0,6.0,0,0.0,6.0,6.0,0.0,1
3547,3547,4.0,0,3.0,3.0,2.0,6.0,4.0,3.0,4.0,5.0,0,0.0,2.0,6.0,0.0,0
3548,3548,4.0,0,2.0,2.0,6.0,6.0,6.0,5.0,2.0,0.0,0,0.0,0.0,6.0,0.0,1
3549,3549,4.0,0,2.0,4.0,2.0,6.0,3.0,2.0,3.0,2.0,0,0.0,0.0,6.0,0.0,1
3550,3550,4.0,0,2.0,2.0,6.0,2.0,3.0,4.0,4.0,0.0,1,0.0,6.0,6.0,0.0,1
3551,3551,3.0,1,4.0,2.0,3.0,2.0,4.0,2.0,6.0,6.0,0,0.0,0.0,3.0,0.0,0
3552,3552,3.0,0,4.0,3.0,5.0,2.0,2.0,2.0,3.0,6.0,0,0.0,6.0,3.0,0.0,0
3553,3553,3.0,0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,0,0.0,6.0,3.0,0.0,0
3554,3554,3.0,0,6.0,2.0,3.0,6.0,3.0,2.0,4.0,0.0,0,0.0,4.0,3.0,0.0,0
3555,3555,3.0,0,4.0,3.0,3.0,6.0,3.0,2.0,2.0,3.0,0,0.0,6.0,3.0,0.0,0
3556,3556,3.0,0,4.0,6.0,2.0,6.0,4.0,2.0,4.0,0.0,0,0.0,2.0,3.0,0.0,0
3557,3557,3.0,0,4.0,5.0,3.0,6.0,6.0,5.0,2.0,4.0,0,0.0,0.0,3.0,0.0,0
3558,3558,3.0,0,6.0,2.0,5.0,6.0,3.0,2.0,3.0,2.0,0,0.0,0.0,3.0,0.0,0
3559,3559,3.0,0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,0,0.0,6.0,3.0,0.0,1
3560,3560,6.0,0,6.0,3.0,4.0,3.0,5.0,4.0,5.0,0.0,1,0.0,2.0,5.0,6.0,0
3561,3561,6.0,1,2.0,2.0,6.0,3.0,3.0,4.0,5.0,2.0,1,0.0,6.0,5.0,6.0,1
3562,3562,6.0,0,6.0,2.0,6.0,2.0,3.0,4.0,4.0,4.0,0,0.0,0.0,5.0,6.0,0
3563,3563,6.0,0,3.0,4.0,6.0,2.0,4.0,5.0,4.0,6.0,1,0.0,2.0,5.0,6.0,0
3564,3564,6.0,0,4.0,4.0,2.0,6.0,5.0,3.0,5.0,6.0,1,0.0,0.0,5.0,6.0,0
3565,3565,6.0,0,2.0,6.0,6.0,2.0,4.0,4.0,6.0,2.0,1,0.0,0.0,5.0,6.0,0
3566,3566,6.0,0,2.0,6.0,3.0,2.0,4.0,5.0,3.0,6.0,1,0.0,2.0,5.0,6.0,0
3567,3567,6.0,0,2.0,4.0,0.0,2.0,4.0,6.0,5.0,6.0,1,0.0,0.0,5.0,6.0,0
3568,3568,6.0,0,2.0,4.0,2.0,6.0,5.0,4.0,5.0,0.0,1,0.0,0.0,5.0,6.0,0
3569,3569,6.0,0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,0,0.0,0.0,5.0,6.0,0
3570,3570,6.0,0,4.0,6.0,2.0,5.0,3.0,2.0,3.0,0.0,0,0.0,0.0,5.0,6.0,0
3571,3571,6.0,0,3.0,6.0,2.0,2.0,5.0,5.0,5.0,0.0,0,0.0,0.0,5.0,6.0,0
3572,3572,6.0,0,4.0,3.0,5.0,2.0,4.0,4.0,6.0,2.0,0,0.0,0.0,5.0,6.0,0
3573,3573,6.0,0,3.0,4.0,3.0,0.0,4.0,5.0,4.0,3.0,1,0.0,6.0,5.0,6.0,0
3574,3574,6.0,0,3.0,2.0,3.0,3.0,6.0,3.0,4.0,3.0,0,0.0,0.0,5.0,6.0,0
3575,3575,6.0,0,6.0,4.0,0.0,6.0,5.0,3.0,6.0,0.0,1,0.0,6.0,5.0,6.0,0
3576,3576,6.0,0,3.0,5.0,2.0,6.0,6.0,2.0,5.0,0.0,0,0.0,0.0,5.0,6.0,0
3577,3577,6.0,0,4.0,5.0,6.0,2.0,3.0,5.0,3.0,3.0,1,0.0,0.0,5.0,6.0,0
3578,3578,6.0,0,4.0,3.0,2.0,6.0,4.0,3.0,4.0,0.0,0,0.0,6.0,5.0,6.0,1
3579,3579,6.0,0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,0.0,0,0.0,2.0,5.0,6.0,0
3580,3580,6.0,1,2.0,6.0,3.0,2.0,4.0,4.0,4.0,0.0,0,0.0,6.0,5.0,6.0,0
3581,3581,4.0,0,6.0,2.0,4.0,4.0,6.0,6.0,2.0,2.0,1,0.0,2.0,5.0,5.0,0
3582,3582,4.0,0,2.0,3.0,2.0,4.0,4.0,6.0,6.0,5.0,1,0.0,6.0,5.0,5.0,1
3583,3583,4.0,0,4.0,2.0,4.0,3.0,4.0,2.0,6.0,6.0,0,0.0,0.0,5.0,5.0,0
3584,3584,4.0,0,2.0,2.0,2.0,3.0,5.0,2.0,6.0,4.0,1,0.0,2.0,5.0,5.0,0
3585,3585,4.0,0,4.0,3.0,3.0,6.0,5.0,6.0,2.0,5.0,1,0.0,0.0,5.0,5.0,0
3586,3586,4.0,0,2.0,6.0,2.0,3.0,4.0,6.0,3.0,0.0,1,0.0,0.0,5.0,5.0,0
3587,3587,4.0,0,6.0,6.0,4.0,4.0,5.0,2.0,0.0,5.0,1,0.0,2.0,5.0,5.0,0
3588,3588,4.0,0,6.0,3.0,3.0,4.0,5.0,3.0,6.0,5.0,1,0.0,0.0,5.0,5.0,0
3589,3589,4.0,0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,3.0,1,0.0,0.0,5.0,5.0,0
3590,3590,4.0,0,4.0,3.0,5.0,3.0,4.0,6.0,6.0,6.0,0,0.0,0.0,5.0,5.0,0
3591,3591,4.0,1,3.0,5.0,5.0,6.0,3.0,0.0,0.0,3.0,0,0.0,0.0,5.0,5.0,0
3592,3592,4.0,0,2.0,6.0,6.0,3.0,6.0,2.0,2.0,3.0,0,0.0,0.0,5.0,5.0,0
3593,3593,4.0,0,3.0,2.0,4.0,3.0,5.0,2.0,2.0,5.0,0,0.0,0.0,5.0,5.0,1
3594,3594,4.0,0,3.0,3.0,3.0,2.0,5.0,2.0,6.0,6.0,1,0.0,6.0,5.0,5.0,0
3595,3595,4.0,1,3.0,2.0,3.0,5.0,6.0,0.0,6.0,6.0,0,0.0,0.0,5.0,5.0,0
3596,3596,4.0,0,2.0,3.0,3.0,3.0,5.0,0.0,3.0,3.0,1,0.0,6.0,5.0,5.0,0
3597,3597,4.0,1,4.0,4.0,2.0,3.0,6.0,0.0,6.0,3.0,0,0.0,0.0,5.0,5.0,0
3598,3598,4.0,0,2.0,5.0,4.0,4.0,4.0,3.0,0.0,0.0,1,0.0,0.0,5.0,5.0,0
3599,3599,4.0,1,2.0,2.0,4.0,3.0,5.0,0.0,6.0,3.0,0,0.0,6.0,5.0,5.0,0
3600,3600,4.0,0,4.0,2.0,5.0,3.0,5.0,6.0,6.0,3.0,0,0.0,2.0,5.0,5.0,0
3601,3601,4.0,0,6.0,6.0,3.0,3.0,5.0,6.0,6.0,3.0,0,0.0,6.0,5.0,5.0,0
3602,3602,3.0,1,2.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,1,0.0,5.0,5.0,6.0,0
3603,3603,3.0,0,3.0,3.0,3.0,4.0,0.0,3.0,5.0,6.0,1,0.0,3.0,5.0,6.0,0
3604,3604,3.0,1,2.0,2.0,4.0,3.0,0.0,4.0,4.0,0.0,0,0.0,2.0,5.0,6.0,0
3605,3605,3.0,1,4.0,3.0,6.0,3.0,6.0,5.0,4.0,2.0,1,0.0,5.0,5.0,6.0,0
3606,3606,3.0,1,4.0,3.0,3.0,6.0,2.0,4.0,5.0,6.0,1,0.0,2.0,5.0,6.0,0
3607,3607,3.0,1,2.0,6.0,2.0,3.0,6.0,4.0,6.0,6.0,1,0.0,2.0,5.0,6.0,0
3608,3608,3.0,1,3.0,6.0,3.0,4.0,6.0,5.0,3.0,6.0,1,0.0,5.0,5.0,6.0,0
3609,3609,3.0,1,2.0,4.0,3.0,4.0,2.0,5.0,4.0,6.0,1,0.0,3.0,5.0,6.0,0
3610,3610,3.0,1,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,1,0.0,3.0,5.0,6.0,0
3611,3611,3.0,0,4.0,3.0,5.0,3.0,6.0,4.0,5.0,0.0,0,0.0,2.0,5.0,6.0,0
3612,3612,3.0,0,0.0,6.0,5.0,6.0,0.0,2.0,3.0,3.0,0,0.0,2.0,5.0,6.0,0
3613,3613,3.0,1,6.0,2.0,0.0,3.0,2.0,5.0,5.0,3.0,0,0.0,2.0,5.0,6.0,0
3614,3614,3.0,0,6.0,2.0,5.0,3.0,2.0,4.0,6.0,6.0,0,0.0,2.0,5.0,6.0,0
3615,3615,3.0,1,6.0,3.0,3.0,2.0,6.0,5.0,4.0,0.0,1,0.0,4.0,5.0,6.0,0
3616,3616,3.0,0,2.0,3.0,3.0,5.0,6.0,3.0,4.0,0.0,0,0.0,2.0,5.0,6.0,0
